"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L26349","TranslationConsiderationContext","org.broadleafcommerce.common.i18n.service.TranslationConsiderationContext","L26329","L103","common\src\main\java\org\broadleafcommerce\common\i18n\service\TranslationConsiderationContext.java","26","1","53","2","0","0","0","0","0","0","0","0","1","0","0","8","2","3","3","1","6","0.166667","0.192308","5","5","1","5","0.192308","5","0","0","0","0","0","21","28","3","2","3","2","5","0","5","2","5","6","0","5","2","21","28","3","2","3","2","5","0","5","2","5","6","0","5","2","0","0","13","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"L26399","TranslationServiceImpl","org.broadleafcommerce.common.i18n.service.TranslationServiceImpl","L26329","L103","common\src\main\java\org\broadleafcommerce\common\i18n\service\TranslationServiceImpl.java","45","1","233","2","0.182622","1","6","2","0.116402","0.144737","22","22","1","3","3","34","5","0","0","18","32","0","0.0318471","5","0","0","9","0.0318471","5","1","1","0","0","1","152","189","3","9","3","9","14","0","8","0","14","81","0","8","0","152","189","3","9","3","9","14","0","8","0","14","81","0","8","0","0","0","43","5","3","0","0","0","0","10","0","0","0","0","0","0","0","3","31","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","2","2","1","0","0","0","0"
"L26574","LocaleDaoImpl","org.broadleafcommerce.common.locale.dao.LocaleDaoImpl","L26560","L103","common\src\main\java\org\broadleafcommerce\common\locale\dao\LocaleDaoImpl.java","34","1","96","2","0","0","0","0","0","0","0","0","1","2","2","8","3","0","0","0","4","0.8","0.254237","15","15","4","1","0.254237","15","1","1","0","0","1","44","63","3","0","3","0","4","0","4","0","4","21","0","4","0","44","63","3","0","3","0","4","0","4","0","4","21","0","4","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3677","LocaleImpl","org.broadleafcommerce.common.locale.domain.LocaleImpl","L26591","L103","common\src\main\java\org\broadleafcommerce\common\locale\domain\LocaleImpl.java","38","1","160","2","0.119681","1","5","1","0.097561","0.0980392","12","10","1","1","1","22","3","0","0","0","12","0.0769231","0.0285714","3","3","1","12","0.0285714","3","1","1","0","0","1","102","123","6","5","6","5","12","0","12","5","12","25","0","12","5","102","123","6","5","6","5","12","0","12","5","12","25","0","12","5","0","0","36","1","2","0","0","0","0","8","0","0","0","0","0","0","0","2","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"L26649","LocaleServiceImpl","org.broadleafcommerce.common.locale.service.LocaleServiceImpl","L26638","L103","common\src\main\java\org\broadleafcommerce\common\locale\service\LocaleServiceImpl.java","32","1","60","2","0","0","0","0","0","0","0","0","1","0","0","4","3","0","0","4","8","0.2","0.115385","3","3","1","4","0.115385","3","1","1","0","0","1","23","29","2","0","2","0","4","0","4","0","4","4","0","4","0","23","29","2","0","2","0","4","0","4","0","4","4","0","4","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L26669","LocaleUtil","org.broadleafcommerce.common.locale.util.LocaleUtil","L26666","L103","common\src\main\java\org\broadleafcommerce\common\locale\util\LocaleUtil.java","25","1","40","2","0","0","0","0","0","0","0","0","1","2","2","5","1","2","2","1","2","0.5","0.222222","4","4","1","1","0.222222","4","0","0","0","0","0","14","16","0","0","0","0","1","0","1","0","1","10","0","1","0","14","16","0","0","0","0","1","0","1","0","1","10","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21934","MediaDto","org.broadleafcommerce.common.media.domain.MediaDto","L26795","L103","common\src\main\java\org\broadleafcommerce\common\media\domain\MediaDto.java","24","1","83","2","0","0","0","0","0","0","0","0","0","0","0","10","1","1","0","0","10","0.0909091","0.0943396","5","5","1","10","0.0943396","5","1","1","0","0","1","48","60","6","5","6","5","10","0","10","5","10","10","0","10","5","48","60","6","5","6","5","10","0","10","5","10","10","0","10","5","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L26836","MediaImpl","org.broadleafcommerce.common.media.domain.MediaImpl","L26795","L103","common\src\main\java\org\broadleafcommerce\common\media\domain\MediaImpl.java","35","1","173","2","0.498008","10","113","10","0.330935","0.372881","46","44","1","2","2","33","1","1","0","0","12","0","0","0","0","0","13","0","0","1","1","0","0","1","118","139","6","5","6","5","12","0","12","5","12","47","0","12","5","118","139","6","5","6","5","12","0","12","5","12","47","0","12","5","0","0","49","0","23","0","0","22","0","20","0","0","0","1","0","0","0","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"L26998","CurrencyAdapter","org.broadleafcommerce.common.money.util.CurrencyAdapter","L27209","L103","common\src\main\java\org\broadleafcommerce\common\money\util\CurrencyAdapter.java","31","1","43","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2","0.333333","0.473684","9","9","1","2","0.473684","9","0","0","0","0","0","10","13","0","0","0","0","2","0","2","0","2","2","0","2","0","10","13","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","6","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L27631","RuleType","org.broadleafcommerce.common.presentation.client.RuleType","L27569","L103","common\src\main\java\org\broadleafcommerce\common\presentation\client\RuleType.java","28","1","100","2","0.274678","1","7","1","0.219178","0.271186","16","16","1","2","2","16","0","0","0","0","8","0.125","0.0923077","6","5","1","7","0.0923077","6","0","0","0","0","0","59","73","11","3","11","3","8","7","7","1","8","26","7","7","1","59","73","11","3","11","3","8","7","7","1","8","26","7","7","1","0","0","35","1","13","0","0","10","0","12","0","0","0","0","0","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","1"
"L27798","PropertyType","org.broadleafcommerce.common.presentation.override.PropertyType","L27728","L103","common\src\main\java\org\broadleafcommerce\common\presentation\override\PropertyType.java","22","1","138","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.6","3","3","1","0","0.0263158","3","0","0","0","0","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","111","117","97","0","97","0","0","97","0","0","0","0","97","0","0","0","0","60","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","11","0","0","0","0"
"L27915","ResourceBundlingServiceImpl","org.broadleafcommerce.common.resource.service.ResourceBundlingServiceImpl","L27887","L103","common\src\main\java\org\broadleafcommerce\common\resource\service\ResourceBundlingServiceImpl.java","52","1","273","2","0","0","0","0","0","0","0","0","1","5","5","40","5","0","0","7","21","0.125","0.121053","23","11","1","7","0.121053","23","1","1","0","0","1","167","222","7","8","7","8","14","0","7","1","14","88","0","7","1","167","222","7","8","7","8","14","0","7","1","14","88","0","7","1","0","2","37","8","6","0","1","0","0","0","0","0","0","4","0","0","0","4","31","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","8","0","2","0","0","2"
"L28012","ResourceMinificationServiceImpl","org.broadleafcommerce.common.resource.service.ResourceMinificationServiceImpl","L27887","L103","common\src\main\java\org\broadleafcommerce\common\resource\service\ResourceMinificationServiceImpl.java","42","1","148","2","0","0","0","0","0","0","0","0","1","3","2","11","1","1","0","0","2","0.5","0.0985916","7","4","1","1","0.0752688","7","1","1","0","0","1","64","82","7","1","7","1","2","0","1","0","2","33","0","1","0","86","107","7","1","7","1","5","0","4","0","5","41","0","4","0","0","1","18","2","5","0","0","0","0","0","0","1","0","0","0","0","0","2","16","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","1"
"L28102","SandBoxDaoImpl","org.broadleafcommerce.common.sandbox.dao.SandBoxDaoImpl","L28085","L103","common\src\main\java\org\broadleafcommerce\common\sandbox\dao\SandBoxDaoImpl.java","36","1","106","2","0.198238","1","2","1","0.183099","0.186441","13","11","1","2","2","9","6","0","0","6","11","0","0.0634921","4","0","0","6","0.0634921","4","1","1","0","0","1","59","71","2","0","2","0","5","0","5","0","5","30","0","5","0","59","71","2","0","2","0","5","0","5","0","5","30","0","5","0","0","0","24","2","1","0","0","0","0","11","0","0","0","0","1","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L3358","SandBoxImpl","org.broadleafcommerce.common.sandbox.domain.SandBoxImpl","L28139","L103","common\src\main\java\org\broadleafcommerce\common\sandbox\domain\SandBoxImpl.java","45","1","216","2","0.197324","4","46","4","0.151163","0.189781","26","26","1","2","2","35","3","1","0","8","22","0.266667","0.0866667","13","12","4","11","0.0866667","13","1","1","0","0","1","137","172","7","5","7","5","14","0","14","5","14","57","0","14","5","137","172","7","5","7","5","14","0","14","5","14","57","0","14","5","0","0","37","4","20","0","0","18","1","12","0","0","0","1","0","0","0","1","23","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","1"
"L18250","SandBoxType","org.broadleafcommerce.common.sandbox.domain.SandBoxType","L28139","L103","common\src\main\java\org\broadleafcommerce\common\sandbox\domain\SandBoxType.java","29","1","98","2","0.304762","1","7","1","0.228571","0.290909","16","16","1","2","2","16","1","15","21","0","8","0.125","0.0677966","4","3","1","7","0.0677966","4","1","1","0","0","1","55","70","7","3","7","3","8","3","7","1","8","26","3","7","1","55","70","7","3","7","3","8","3","7","1","8","26","3","7","1","0","0","34","1","13","0","0","10","0","12","0","0","0","0","0","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","1"
"L28265","ProtoChannelBeanPostProcessor","org.broadleafcommerce.common.security.channel.ProtoChannelBeanPostProcessor","L28260","L103","common\src\main\java\org\broadleafcommerce\common\security\channel\ProtoChannelBeanPostProcessor.java","69","1","118","2","0","0","0","0","0","0","0","0","2","2","2","7","0","0","0","0","5","0.5","0.532468","41","41","3","3","0.532468","41","0","0","0","0","0","36","50","2","2","2","2","5","0","5","1","5","15","0","5","1","36","50","2","2","2","2","5","0","5","1","5","15","0","5","1","0","0","8","2","6","0","0","0","0","0","0","1","0","0","1","0","0","0","7","0","0","0","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0"
"L28286","ProtoInsecureChannelProcessor","org.broadleafcommerce.common.security.channel.ProtoInsecureChannelProcessor","L28260","L103","common\src\main\java\org\broadleafcommerce\common\security\channel\ProtoInsecureChannelProcessor.java","46","1","73","2","0","0","0","0","0","0","0","0","1","5","3","10","0","0","0","0","1","0.5","0.477273","21","18","1","1","0.477273","21","0","0","0","0","0","23","28","0","0","0","0","1","0","1","0","1","11","0","1","0","23","28","0","0","0","0","1","0","1","0","1","11","0","1","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L28292","ProtoSecureChannelProcessor","org.broadleafcommerce.common.security.channel.ProtoSecureChannelProcessor","L28260","L103","common\src\main\java\org\broadleafcommerce\common\security\channel\ProtoSecureChannelProcessor.java","47","1","67","2","0","0","0","0","0","0","0","0","1","4","3","7","0","0","0","0","1","0.5","0.5","18","18","1","1","0.5","18","0","0","0","0","0","18","21","0","0","0","0","1","0","1","0","1","8","0","1","0","18","21","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L28313","EnhancedTokenBasedRememberMeServices$MockResponse","org.broadleafcommerce.common.security.EnhancedTokenBasedRememberMeServices$MockResponse","L28298","L103","common\src\main\java\org\broadleafcommerce\common\security\EnhancedTokenBasedRememberMeServices.java","65","5","201","6","0","0","0","0","0","0","0","0","16","0","0","33","0","1","1","0","33","0","0.186275","19","0","0","34","0.186275","19","0","0","0","0","0","83","137","1","7","1","7","33","0","33","10","33","14","0","33","10","83","137","1","7","1","7","33","0","33","10","33","14","0","33","10","0","0","39","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0"
"L19672","CsrfFilter","org.broadleafcommerce.common.security.handler.CsrfFilter","L28400","L103","common\src\main\java\org\broadleafcommerce\common\security\handler\CsrfFilter.java","48","1","104","2","0","0","0","0","0","0","0","0","1","3","3","10","2","1","1","2","5","0.5","0.4","24","23","2","2","0.4","24","0","0","1","1","0","36","57","3","1","3","1","3","0","3","1","3","17","0","3","1","36","57","3","1","3","1","3","0","3","1","3","17","0","3","1","0","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L28427","BroadleafActiveDirectoryUserDetailsMapper","org.broadleafcommerce.common.security.ldap.BroadleafActiveDirectoryUserDetailsMapper","L28424","L103","common\src\main\java\org\broadleafcommerce\common\security\ldap\BroadleafActiveDirectoryUserDetailsMapper.java","42","1","136","2","0","0","0","0","0","0","0","0","1","4","4","14","1","0","0","4","8","0.8","0.425532","40","40","4","1","0.425532","40","0","0","0","0","0","54","95","3","0","3","0","4","0","4","3","4","29","0","4","3","54","95","3","0","3","0","4","0","4","3","4","29","0","4","3","0","0","6","0","2","0","1","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L15799","CleanStringException","org.broadleafcommerce.common.security.service.CleanStringException","L28542","L103","common\src\main\java\org\broadleafcommerce\common\security\service\CleanStringException.java","25","1","40","2","0","0","0","0","0","0","0","0","0","0","0","3","1","2","2","1","4","0.25","0.2","3","3","1","3","0.2","3","1","1","0","0","1","12","16","2","1","1","1","3","0","3","1","8","3","0","7","1","12","16","2","1","1","1","3","0","3","1","8","3","0","7","1","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L28562","ExploitProtectionServiceImpl","org.broadleafcommerce.common.security.service.ExploitProtectionServiceImpl","L28542","L103","common\src\main\java\org\broadleafcommerce\common\security\service\ExploitProtectionServiceImpl.java","42","1","174","2","0","0","0","0","0","0","0","0","1","2","2","25","5","0","0","4","16","0.0833333","0.0446429","5","5","1","11","0.0420168","5","1","1","0","0","1","107","126","9","4","9","4","12","0","11","3","12","48","0","11","3","114","133","9","4","9","4","13","0","11","3","13","50","0","11","3","0","0","34","4","13","0","0","0","0","0","0","0","0","0","0","0","0","9","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","4","0","0","0","3"
"L28654","GenericCookieUtilsImpl","org.broadleafcommerce.common.security.util.GenericCookieUtilsImpl","L28629","L103","common\src\main\java\org\broadleafcommerce\common\security\util\GenericCookieUtilsImpl.java","25","1","80","2","0","0","0","0","0","0","0","0","1","3","3","8","2","0","0","1","5","0.8","0.32","16","12","4","1","0.32","16","1","1","0","0","1","34","56","1","1","0","1","4","0","4","2","4","19","1","4","2","34","56","1","1","0","1","4","0","4","2","4","19","1","4","2","0","0","6","0","3","0","0","2","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"L13995","PasswordChange","org.broadleafcommerce.common.security.util.PasswordChange","L28629","L103","common\src\main\java\org\broadleafcommerce\common\security\util\PasswordChange.java","25","1","83","2","0","0","0","0","0","0","0","0","0","0","0","11","1","6","4","1","12","0.0833333","0.108696","5","5","1","11","0.108696","5","1","1","0","0","1","41","59","12","9","6","5","11","0","11","5","23","11","0","23","10","41","59","12","9","6","5","11","0","11","5","23","11","0","23","10","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L560","PasswordReset","org.broadleafcommerce.common.security.util.PasswordReset","L28629","L103","common\src\main\java\org\broadleafcommerce\common\security\util\PasswordReset.java","26","1","82","2","0","0","0","0","0","0","0","0","1","0","0","12","0","7","6","0","12","0.0769231","0.104167","5","5","1","12","0.104167","5","0","0","1","1","0","43","57","6","4","6","4","12","0","12","5","12","11","0","12","5","43","57","6","4","6","4","12","0","12","5","12","11","0","12","5","0","0","28","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0"
"L28749","PasswordUtils","org.broadleafcommerce.common.security.util.PasswordUtils","L28629","L103","common\src\main\java\org\broadleafcommerce\common\security\util\PasswordUtils.java","20","1","36","2","0","0","0","0","0","0","0","0","1","1","1","2","0","2","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","14","17","1","0","1","0","1","1","1","0","1","7","1","1","0","14","17","1","0","1","0","1","1","1","0","1","7","1","1","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0"
"L28759","ServerCookie","org.broadleafcommerce.common.security.util.ServerCookie","L28629","L103","common\src\main\java\org\broadleafcommerce\common\security\util\ServerCookie.java","34","1","279","2","0.140436","1","10","2","0.101626","0.126437","25","22","1","6","3","58","0","2","1","0","11","0.272727","0.227273","50","33","3","8","0.221239","50","0","0","0","0","0","170","240","8","0","8","0","11","2","10","0","11","111","2","10","0","176","246","8","0","8","0","12","2","10","0","12","114","2","10","0","0","0","50","0","35","0","0","19","0","14","0","0","0","4","0","0","0","10","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","6","0","2","0","0","0","0"
"L28894","SiteDaoImpl","org.broadleafcommerce.common.site.dao.SiteDaoImpl","L28871","L103","common\src\main\java\org\broadleafcommerce\common\site\dao\SiteDaoImpl.java","37","1","122","2","0","0","0","0","0","0","0","0","2","3","3","11","5","0","0","4","9","0","0.0144928","1","0","0","6","0.0144928","1","1","1","0","0","1","68","86","2","0","2","0","5","0","5","0","5","33","0","5","0","68","86","2","0","2","0","5","0","5","0","5","33","0","5","0","0","0","14","0","3","0","2","0","0","0","0","1","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"L28940","CatalogImpl","org.broadleafcommerce.common.site.domain.CatalogImpl","L28922","L103","common\src\main\java\org\broadleafcommerce\common\site\domain\CatalogImpl.java","45","1","132","2","0.241158","1","3","1","0.204545","0.232877","18","17","1","2","2","12","2","1","0","2","10","0.111111","0.0519481","4","3","1","8","0.0519481","4","1","1","0","0","1","73","88","4","3","4","3","8","0","8","3","8","19","0","8","3","73","88","4","3","4","3","8","0","8","3","8","19","0","8","3","0","0","31","4","1","0","0","0","1","12","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0"
"L4506","SiteImpl","org.broadleafcommerce.common.site.domain.SiteImpl","L28922","L103","common\src\main\java\org\broadleafcommerce\common\site\domain\SiteImpl.java","62","1","265","2","0","0","0","0","0","0","0","0","1","2","2","33","8","2","0","13","34","0.0454545","0.0228571","4","3","1","21","0.0228571","4","1","2","0","0","2","171","204","10","8","10","8","21","0","21","9","21","50","0","21","9","171","204","10","8","10","8","21","0","21","9","21","50","0","21","9","0","0","54","5","2","0","0","0","1","0","0","0","0","0","0","1","0","1","45","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","7","2","1","1","0","0","0"
"L29087","ThemeDTO","org.broadleafcommerce.common.site.domain.ThemeDTO","L28922","L103","common\src\main\java\org\broadleafcommerce\common\site\domain\ThemeDTO.java","23","1","52","2","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","6","0.142857","0.185185","5","4","1","6","0.185185","5","1","1","0","0","1","22","30","2","2","2","2","6","2","6","2","6","6","2","6","2","22","30","2","2","2","2","6","2","6","2","6","6","2","6","2","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L29130","SiteServiceImpl","org.broadleafcommerce.common.site.service.SiteServiceImpl","L29105","L103","common\src\main\java\org\broadleafcommerce\common\site\service\SiteServiceImpl.java","29","1","89","2","0","0","0","0","0","0","0","0","1","2","2","10","3","0","0","6","11","0","0","0","0","0","6","0","0","1","1","0","0","1","51","61","1","0","1","0","5","0","5","0","5","21","0","5","0","51","61","1","0","1","0","5","0","5","0","5","21","0","5","0","0","0","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L29305","TemporalTimestampListener","org.broadleafcommerce.common.time.domain.TemporalTimestampListener","L29296","L103","common\src\main\java\org\broadleafcommerce\common\time\domain\TemporalTimestampListener.java","32","1","83","2","0","0","0","0","0","0","0","0","0","9","8","15","2","0","0","2","4","0","0.0204082","1","0","0","2","0.0204082","1","0","0","0","0","0","48","52","0","0","0","0","2","0","1","2","2","27","0","1","2","48","52","0","0","0","0","2","0","1","2","2","27","0","1","2","0","0","12","2","2","0","1","0","0","0","0","0","0","5","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L29889","BatchRetrieveDao","org.broadleafcommerce.common.util.dao.BatchRetrieveDao","L29879","L103","common\src\main\java\org\broadleafcommerce\common\util\dao\BatchRetrieveDao.java","28","1","54","2","0","0","0","0","0","0","0","0","1","1","1","5","0","3","4","0","3","0.25","0.222222","6","6","1","3","0.222222","6","0","0","2","2","0","21","27","1","1","1","1","3","0","3","1","3","10","0","3","1","21","27","1","1","1","1","3","0","3","1","3","10","0","3","1","0","0","9","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10122","DynamicDaoHelperImpl","org.broadleafcommerce.common.util.dao.DynamicDaoHelperImpl","L29879","L103","common\src\main\java\org\broadleafcommerce\common\util\dao\DynamicDaoHelperImpl.java","36","1","197","2","0","0","0","0","0","0","0","0","1","4","4","30","2","2","0","1","8","0","0.0352113","5","0","0","8","0.0352113","5","1","1","0","0","1","137","162","3","5","3","5","7","3","7","0","7","86","3","7","0","137","162","3","5","3","5","7","3","7","0","7","86","3","7","0","0","0","25","0","2","0","0","0","0","0","0","0","0","4","0","0","0","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L29955","TQRestriction","org.broadleafcommerce.common.util.dao.TQRestriction","L29879","L103","common\src\main\java\org\broadleafcommerce\common\util\dao\TQRestriction.java","31","1","132","2","0","0","0","0","0","0","0","0","1","3","3","13","1","2","4","0","5","1","0.455556","41","41","6","0","0.44086","41","0","0","0","0","0","49","99","5","0","5","0","5","0","5","0","5","28","0","5","0","52","102","7","0","7","0","5","2","5","0","5","28","2","5","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L24374","TypedQueryBuilder<T extends Object>","org.broadleafcommerce.common.util.dao.TypedQueryBuilder","L29879","L103","common\src\main\java\org\broadleafcommerce\common\util\dao\TypedQueryBuilder.java","38","1","170","2","0","0","0","0","0","0","0","0","1","3","3","16","1","3","11","2","12","0.888889","0.503876","65","65","8","1","0.503876","65","0","0","0","0","0","64","133","4","2","4","2","10","0","8","0","10","32","0","8","0","64","133","4","2","4","2","10","0","8","0","10","32","0","8","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"L30057","TypedQueryBuilderTest","org.broadleafcommerce.common.util.dao.TypedQueryBuilderTest","L29879","L103","common\src\test\java\org\broadleafcommerce\common\util\dao\TypedQueryBuilderTest.java","22","1","136","2","0","0","0","0","0","0","0","0","7","0","0","7","3","0","0","10","17","0","0","0","0","0","8","0","0","0","0","0","0","0","97","115","0","0","0","0","7","0","7","0","7","61","0","7","0","97","115","0","0","0","0","7","0","7","0","7","61","0","7","0","0","0","18","9","39","0","0","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","38","0","1","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0"
"L30193","PomEvaluator$Dependency","org.broadleafcommerce.common.util.PomEvaluator$Dependency","L30174","L103","common\src\main\java\org\broadleafcommerce\common\util\PomEvaluator.java","302","5","313","6","0","0","0","0","0","0","0","0","1","0","0","1","1","2","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","10","12","5","0","5","0","1","0","1","0","1","1","0","1","0","10","12","5","0","5","0","1","0","1","0","1","1","0","1","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30189","PomEvaluator$LicenseType","org.broadleafcommerce.common.util.PomEvaluator$LicenseType","L30174","L103","common\src\main\java\org\broadleafcommerce\common\util\PomEvaluator.java","315","5","339","6","0","0","0","0","0","0","0","0","1","0","0","2","0","2","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","21","25","12","0","12","0","2","10","2","0","2","3","10","2","0","21","25","12","0","12","0","2","10","2","0","2","3","10","2","0","0","0","13","0","29","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","6","0","1","0","0","0","0"
