ID,Name,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs
L8580,XContentBuilderString,27,1,45,2,0,0,0,0,0,0,0,0,1,0,0,3,2,70,2,3,6,0.25,0.176471,3,3,1,3,0.176471,3,0,0,0,0,0,14,19,2,0,2,0,3,0,3,0,3,4,0,3,0,14,19,2,0,2,0,3,0,3,0,3,4,0,3,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
L48396,XContentFactory,38,1,208,2,0,0,0,0,0,0,0,0,3,2,2,40,7,144,329,6,20,1,0.295597,47,47,15,0,0.295597,47,0,0,0,0,0,112,171,2,0,2,0,14,0,14,0,14,64,0,14,0,112,171,2,0,2,0,14,0,14,0,14,64,0,14,0,0,0,8,0,15,0,0,0,0,0,0,1,0,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
L48530,XContentHelper,39,1,202,2,0,0,0,0,0,0,0,0,5,4,3,39,14,13,17,47,53,0.285714,0.081761,13,7,2,5,0.081761,13,0,0,0,0,0,146,164,0,0,0,0,6,0,6,0,6,90,0,6,0,146,164,0,0,0,0,6,0,6,0,6,90,0,6,0,0,0,18,2,3,0,0,0,0,0,0,1,0,1,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L47444,XContentString,27,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0.5,375,3,3,1,1,375,3,0,0,0,0,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L48730,LocalDiscovery,54,1,308,2,0,0,0,0,0,0,0,0,3,3,3,32,23,7,5,21,32,125,0.0949367,15,4,1,7,0.0807175,18,3,5,0,0,2,143,184,16,0,10,0,11,0,7,1,30,70,1,20,1,205,255,17,0,11,0,20,0,15,1,39,98,1,28,1,0,0,75,1,11,0,0,0,0,0,0,4,0,0,1,6,0,5,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,5,1,0,0,0,0,0
L48687,LocalDiscoveryModule,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,3,4,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,1,4,0,0,1,0,0,0,23,1,0,1,0,6,7,1,4,0,0,1,0,0,0,23,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L49959,ZenDiscovery,69,1,683,2,0.0596628,1,4,2,0.0422764,0.0491803,26,24,2,4,4,66,49,11,13,89,111,0.1,0.082153,29,4,1,9,0.0895522,48,3,6,0,0,3,324,416,26,0,20,0,22,0,9,1,41,171,1,22,1,488,615,26,0,20,0,39,0,26,1,58,244,1,39,1,0,0,185,8,21,0,0,0,0,36,0,7,0,4,1,14,0,14,112,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,1,0,10,6,1,0,1,0,0
L48690,ZenDiscoveryModule,29,1,40,2,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,3,5,1,0.230769,3,3,1,0,0.230769,3,2,2,0,0,1,10,12,1,4,0,0,2,0,0,0,24,3,0,1,0,10,12,1,4,0,0,2,0,0,0,24,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L50360,BlobReuseExistingGatewayAllocator,59,1,310,2,0.598726,6,40,6,0.563492,0.576355,142,117,1,8,8,53,38,1,0,52,57,0.2,0.081448,18,3,1,4,0.081448,18,1,2,0,0,2,203,252,8,0,5,0,5,0,4,0,12,132,0,11,0,203,252,8,0,5,0,5,0,4,0,12,132,0,11,0,0,0,50,2,4,0,1,0,0,20,0,0,0,7,0,4,0,1,13,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0
L50414,BlobStoreGateway,48,1,223,2,0,0,0,0,0,0,0,0,1,3,3,31,36,3,3,46,58,0.111111,0.0328947,5,3,1,8,0.0320513,5,4,7,1,1,1,147,172,14,0,6,0,12,0,8,0,39,82,0,24,0,151,176,14,0,6,0,13,0,9,0,40,83,0,25,0,0,0,36,5,8,0,0,2,0,0,0,0,0,0,0,2,0,2,32,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0
L50539,BlobStoreGatewayModule,30,1,38,2,0,0,0,0,0,0,0,0,1,1,1,2,5,1,0,1,2,0.5,0.272727,3,3,1,1,0.272727,3,2,3,1,1,2,8,9,1,4,0,0,1,0,1,0,24,2,0,2,0,8,9,1,4,0,0,1,0,1,0,24,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L50550,FsGateway,43,1,82,2,0,0,0,0,0,0,0,0,3,1,1,5,15,1,0,10,14,0.25,0.0857143,3,3,1,3,0.0857143,3,5,8,0,0,1,32,40,15,0,1,0,4,0,3,0,41,14,0,25,0,32,40,15,0,1,0,4,0,3,0,41,14,0,25,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L50571,FsGatewayModule,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,3,4,1,0.333333,3,3,1,0,0.333333,3,3,4,0,0,1,6,7,1,4,0,0,1,0,0,0,24,1,0,2,0,6,7,1,4,0,0,1,0,0,0,24,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L50665,GatewayService$GatewayRecoveryListener,229,5,306,6,0,0,0,0,0,0,0,0,2,0,0,3,8,2,1,2,5,0,0.0555556,1,0,0,3,0.106061,7,1,1,0,0,1,17,22,1,0,1,0,3,0,2,0,3,5,0,2,0,59,78,1,0,1,0,5,0,4,0,5,27,0,4,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L50695,LocalGateway,50,1,210,2,0,0,0,0,0,0,0,0,5,7,3,38,30,1,0,35,44,0.142857,0.041958,6,3,1,6,0.041958,6,3,6,0,0,3,137,161,11,0,6,0,9,0,6,0,28,78,0,19,0,137,161,11,0,6,0,9,0,6,0,28,78,0,19,0,0,0,32,2,2,0,0,0,0,0,0,1,0,3,0,2,0,2,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1
L50761,LocalGatewayAllocator,59,1,451,2,0.408219,6,45,7,0.394402,0.407524,155,130,1,8,8,86,40,1,0,61,67,0.2,0.0911681,32,3,1,4,0.0911681,32,1,2,0,0,2,319,393,9,0,6,0,6,0,4,0,13,222,0,11,0,319,393,9,0,6,0,6,0,4,0,13,222,0,11,0,0,0,63,1,12,0,2,0,0,26,0,0,0,9,0,5,0,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,1
L50603,LocalGatewayModule,35,1,52,2,0,0,0,0,0,0,0,0,2,1,1,3,13,1,0,4,6,0.5,0.157895,3,3,1,1,0.157895,3,2,3,0,0,2,16,18,1,4,0,0,2,0,1,0,24,7,0,2,0,16,18,1,4,0,0,2,0,1,0,24,7,0,2,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51151,NoneGateway,35,1,80,2,0,0,0,0,0,0,0,0,8,0,0,9,13,4,0,5,14,0.142857,0.0769231,3,3,1,6,0.0769231,3,3,5,0,0,2,36,46,6,0,1,0,9,1,6,0,28,6,1,19,0,36,46,6,0,1,0,9,1,6,0,28,6,1,19,0,0,0,28,0,5,0,0,0,0,0,0,1,0,0,0,1,0,4,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
L25901,NoneGatewayAllocator,29,1,43,2,0,0,0,0,0,0,0,0,3,0,0,3,4,2,0,0,3,0.25,0.142857,2,2,1,3,0.142857,2,1,1,0,0,1,12,15,0,0,0,0,3,0,3,0,3,1,0,3,0,12,15,0,0,0,0,3,0,3,0,3,1,0,3,0,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51174,NoneGatewayModule,30,1,43,2,0,0,0,0,0,0,0,0,2,1,1,3,9,0,0,4,6,0.5,0.142857,2,2,1,1,0.142857,2,2,3,0,0,2,12,14,1,4,0,0,2,0,1,0,24,3,0,2,0,12,14,1,4,0,0,2,0,1,0,24,3,0,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L50457,SharedStorageGateway,45,1,140,2,0,0,0,0,0,0,0,0,3,2,2,13,15,4,4,11,19,0.25,0.0909091,5,3,1,3,0.0697674,6,3,6,1,2,3,50,65,8,0,3,0,8,0,3,0,30,18,0,19,0,80,96,8,0,3,0,10,0,5,0,32,36,0,21,0,0,0,34,4,4,0,0,0,0,0,0,1,0,0,0,2,0,6,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
L51253,HttpInfo$Fields,47,5,51,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51319,HttpServer$Dispatcher,72,5,84,6,0,0,0,0,0,0,0,0,1,0,0,2,4,1,1,1,3,0,0,0,0,0,2,0,0,1,1,0,0,1,10,13,1,0,1,0,2,0,1,0,2,2,0,1,0,10,13,1,0,1,0,2,0,1,0,2,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51301,HttpServer$PluginSiteFilter,124,5,130,6,0,0,0,0,0,0,0,0,1,0,0,1,7,1,0,1,2,0,0,0,0,0,2,0,0,2,2,0,0,1,6,7,0,0,0,0,1,0,1,0,3,1,0,3,0,6,7,0,0,0,0,1,0,1,0,3,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51450,HttpStats$Fields,79,5,83,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51467,HttpRequestHandler,29,1,51,2,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,4,7,0.25,0.227273,5,3,1,3,0.227273,5,0,0,0,0,0,17,23,1,0,1,0,3,0,3,0,3,5,0,3,0,17,23,1,0,1,0,3,0,3,0,3,5,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
L51485,NettyHttpChannel,44,1,256,2,0.295964,18,760,63,0.41784,0.460733,89,88,1,4,4,69,12,1,1,16,19,0.333333,0.0682927,14,3,1,2,0.0682927,14,2,2,0,0,1,191,213,3,1,3,1,3,0,2,0,3,108,0,2,0,191,213,3,1,3,1,3,0,2,0,3,108,0,2,0,0,0,32,0,4,0,0,0,0,14,0,0,0,4,0,2,0,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
L51480,NettyHttpRequest,34,1,167,2,0,0,0,0,0,0,0,0,2,1,1,26,4,1,1,1,16,0.0625,0.0630631,7,3,1,15,0.0630631,7,3,4,0,0,2,104,134,4,0,4,0,15,0,15,0,24,46,0,24,0,104,134,4,0,4,0,15,0,15,0,24,46,0,24,0,0,0,33,2,14,0,0,8,0,0,0,1,0,0,0,0,0,4,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
L51469,NettyHttpServerTransport,60,1,315,2,0.215271,3,16,3,0.210938,0.24878,54,51,3,2,2,28,27,5,2,33,42,0.2,0.0467836,8,3,1,4,0.0375587,8,3,5,0,0,2,163,210,28,0,23,0,9,0,4,0,28,81,0,17,0,205,256,30,1,25,1,12,0,6,0,31,99,0,19,0,0,0,65,4,38,0,0,0,0,23,0,1,0,0,9,3,0,26,33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,4,2,0,2,0,0,0
L51423,NettyHttpServerTransportModule,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,3,4,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,1,4,0,0,1,0,0,0,23,1,0,1,0,6,7,1,4,0,0,1,0,0,0,23,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51852,IndexAlias,29,1,58,2,0,0,0,0,0,0,0,0,1,0,0,4,2,2,5,0,4,0.2,125,3,3,1,4,125,3,0,0,0,0,0,21,30,3,0,3,0,4,0,4,0,4,6,0,4,0,21,30,3,0,3,0,4,0,4,0,4,6,0,4,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
L51866,IndexAliasesService,48,1,150,2,0,0,0,0,0,0,0,0,1,3,3,20,16,7,10,14,23,0.25,0.138298,13,9,2,6,0.138298,13,2,2,0,0,1,81,103,7,0,3,0,9,0,7,0,14,39,0,9,0,81,103,7,0,3,0,9,0,7,0,14,39,0,9,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L51916,IndexAliasesServiceModule,27,1,33,2,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,2,3,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,1,4,0,0,1,0,0,0,23,1,0,1,0,6,7,1,4,0,0,1,0,0,0,23,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52071,AbstractCharFilterFactory,30,1,43,2,0,0,0,0,0,0,0,0,1,0,0,2,5,2,2,1,3,0.333333,0.214286,3,3,1,2,0.214286,3,2,3,2,2,2,11,14,5,0,1,0,2,0,2,0,8,3,0,5,0,11,14,5,0,1,0,2,0,2,0,8,3,0,5,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L52079,AbstractIndexAnalyzerProvider<T extends Analyzer>,33,1,75,2,0,0,0,0,0,0,0,0,2,0,0,4,7,39,40,4,8,0.6,0.45,18,18,3,2,0.45,18,2,4,39,39,2,22,43,6,0,2,0,4,0,4,0,10,8,0,7,0,22,43,6,0,2,0,4,0,4,0,10,8,0,7,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L52115,AbstractTokenFilterFactory,32,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,6,33,31,3,5,0.333333,0.1875,3,3,1,2,0.1875,3,2,3,31,33,2,13,17,6,0,2,0,2,0,2,0,8,4,0,5,0,13,17,6,0,2,0,2,0,2,0,8,4,0,5,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L52126,AbstractTokenizerFactory,32,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,6,10,10,3,5,0.333333,0.1875,3,3,1,2,0.1875,3,2,3,10,10,2,13,17,6,0,2,0,2,0,2,0,8,4,0,5,0,13,17,6,0,2,0,2,0,2,0,8,4,0,5,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L52137,Analysis,74,1,272,2,0,0,0,0,0,0,0,0,3,3,3,35,5,41,42,10,18,0.333333,0.0815217,15,15,3,6,0.0815217,15,0,0,0,0,0,169,199,1,3,1,3,8,1,8,0,8,85,1,8,0,169,199,1,3,1,3,8,1,8,0,8,85,1,8,0,0,0,20,4,11,0,0,2,0,0,0,1,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0
L52179,AnalysisModule,42,1,512,2,0.397011,3,54,10,0.373673,0.352617,176,128,1,4,4,55,29,12,13,26,30,0.25,0.175299,44,3,1,3,0.108108,44,2,2,0,0,1,207,283,4,4,3,0,4,0,3,0,26,131,0,4,0,363,471,8,4,7,0,24,0,23,0,54,221,0,32,0,0,0,101,8,15,0,4,0,0,14,0,3,0,3,4,4,0,11,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0
L52339,AnalysisService,41,1,282,2,0.630682,4,54,11,0.516529,0.546798,125,111,1,4,4,56,27,29,21,27,37,0.0909091,0.0287081,6,3,1,10,0.0287081,6,2,3,0,0,2,203,242,11,0,7,0,10,0,10,0,15,124,0,12,0,203,242,11,0,7,0,10,0,10,0,15,124,0,12,0,0,1,49,6,8,0,4,0,0,13,0,0,0,3,0,2,0,0,23,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,7,3,3,0,0,0,0
L52516,ArabicAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52476,ArabicStemTokenFilterFactory,33,1,44,2,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,1,3,0.333333,0.230769,3,3,1,2,0.230769,3,3,4,0,0,1,10,12,6,0,0,0,2,0,2,0,9,2,0,6,0,10,12,6,0,0,0,2,0,2,0,9,2,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52519,ArmenianAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52358,ASCIIFoldingTokenFilterFactory,33,1,44,2,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,1,3,0.333333,0.230769,3,3,1,2,0.230769,3,3,4,0,0,1,10,12,6,0,0,0,2,0,2,0,9,2,0,6,0,10,12,6,0,0,0,2,0,2,0,9,2,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52522,BasqueAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52525,BrazilianAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52479,BrazilianStemTokenFilterFactory,37,1,56,2,0.761194,1,2,1,0.5,0.588235,10,10,1,1,1,3,6,1,0,2,4,0.333333,0.15,3,3,1,2,0.15,3,3,4,0,0,1,17,20,7,0,1,0,2,0,2,0,9,6,0,6,0,17,20,7,0,1,0,2,0,2,0,9,6,0,6,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52528,BulgarianAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52531,CatalanAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52534,ChineseAnalyzerProvider,32,1,46,2,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,1,3,0.333333,0.2,3,3,1,2,0.2,3,3,5,0,0,1,12,15,7,0,1,0,2,0,2,0,11,3,0,8,0,12,15,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52537,CjkAnalyzerProvider,35,1,51,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,2,4,0.333333,0.1875,3,3,1,2,0.1875,3,3,5,0,0,1,13,17,7,0,1,0,2,0,2,0,11,4,0,8,0,13,17,7,0,1,0,2,0,2,0,11,4,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L6102,CustomAnalyzer,30,1,114,2,0,0,0,0,0,0,0,0,1,2,2,15,5,3,3,4,14,0.111111,0.046875,3,3,1,8,0.0416667,3,1,1,0,0,1,61,76,4,1,4,1,10,0,8,1,10,26,0,8,1,69,85,6,1,6,1,11,0,8,1,11,28,0,8,1,0,0,28,4,8,0,0,0,0,0,0,0,0,0,2,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0
L52331,CustomAnalyzerProvider,38,1,91,2,0,0,0,0,0,0,0,0,1,2,2,9,11,2,1,8,11,0.25,0.117647,6,6,1,3,0.117647,6,3,5,0,0,1,45,54,8,0,2,0,3,0,3,0,12,24,0,9,0,45,54,8,0,2,0,3,0,3,0,12,24,0,9,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L52540,CzechAnalyzerProvider,34,1,50,2,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,3,5,0.333333,0.176471,3,3,1,2,0.176471,3,3,5,0,0,1,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,14,17,7,0,1,0,2,0,2,0,11,3,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L52482,CzechStemTokenFilterFactory,11,1,22,2,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,1,3,0,0,0,0,0,3,0,0,3,4,0,0,1,10,12,6,0,0,0,2,0,2,0,9,2,0,6,0,10,12,6,0,0,0,2,0,2,0,9,2,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
