dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,rho,beta
mcMMO,junit,0.1,5432.0,87.0,3144.0,3144.0,81.0,3094.0,0.0,0.0,0.586,0.713,0.851,0.908,0.92,0.92,0.92,0.92,0.92,0.92,9432.0,9747.586,13865.0,0.825,0.109,0.931,0.096,0.005,0.101,0.9310344827586207,0.5787923416789397,6,1000.0
mcMMO,junit,0.2,5432.0,87.0,1696.0,1696.0,69.0,1588.0,0.0,0.0,0.483,0.713,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,5088.0,6633.931,12559.943,0.735,0.143,0.793,0.028,0.043,0.071,0.7931034482758621,0.3122238586156112,6,1000.0
mcMMO,junit,0.3,5432.0,87.0,1526.0,1526.0,68.0,1408.0,0.0,0.0,0.368,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,4578.0,6284.069,12389.97,0.71,0.087,0.782,0.023,0.048,0.07,0.7816091954022989,0.2809278350515464,6,1000.0
mcMMO,junit,0.4,5432.0,87.0,3846.0,3846.0,85.0,3485.0,0.0,0.359,0.299,0.69,0.816,0.851,0.931,0.966,0.977,0.977,0.977,0.977,11538.0,11610.92,13124.0,0.802,0.066,0.977,0.143,0.001,0.144,0.9770114942528736,0.7080265095729014,6,1000.0
mcMMO,junit,0.5,5432.0,87.0,3478.0,3478.0,85.0,2971.0,0.0,0.497,0.31,0.736,0.839,0.874,0.954,0.977,0.977,0.977,0.977,0.977,10434.0,10523.839,12388.0,0.82,0.064,0.977,0.117,0.001,0.118,0.9770114942528736,0.6402798232695139,6,1000.0
mcMMO,junit,1.0,5432.0,87.0,3144.0,3144.0,82.0,2035.0,0.0,0.0,0.287,0.678,0.828,0.943,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.808,0.081,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
mcMMO,mct,0.1,6091.0,23.0,6091.0,6091.0,23.0,5211.0,0.144,0.095,0.391,0.478,0.565,0.609,0.652,0.739,0.913,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.672,0.011,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
mcMMO,mct,0.2,6091.0,23.0,3846.0,3846.0,17.0,2618.0,0.0,0.0,0.348,0.478,0.609,0.652,0.739,0.739,0.739,0.739,0.739,0.739,11538.0,12709.304,15887.688,0.619,0.028,0.739,0.264,0.068,0.332,0.7391304347826086,0.6314234115908718,6,1000.0
mcMMO,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,5041.0,0.172,0.123,0.261,0.304,0.522,0.609,0.652,0.652,0.739,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.622,0.012,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
mcMMO,mct,0.4,6091.0,23.0,6091.0,6091.0,23.0,4952.0,0.187,0.138,0.348,0.478,0.565,0.652,0.652,0.652,0.739,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.672,0.039,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
mcMMO,mct,0.5,6091.0,23.0,2316.0,2316.0,14.0,1375.0,0.0,0.0,0.348,0.435,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,6948.0,9902.348,14468.508,0.546,0.031,0.609,0.096,0.153,0.249,0.6086956521739131,0.3802331308487933,6,1000.0
mcMMO,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,4894.0,0.197,0.147,0.217,0.348,0.565,0.609,0.652,0.739,0.739,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.638,0.054,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
mct,junit,0.1,5432.0,87.0,3478.0,3478.0,84.0,3060.0,0.0,0.387,0.494,0.655,0.828,0.885,0.943,0.966,0.966,0.966,0.966,0.966,10434.0,10568.759,13365.0,0.83,0.153,0.966,0.117,0.001,0.118,0.9655172413793104,0.6402798232695139,6,1000.0
mct,junit,0.2,5432.0,87.0,1105.0,1105.0,43.0,887.0,0.0,0.0,0.425,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,3315.0,7691.736,11969.0,0.478,0.137,0.494,0.012,0.256,0.268,0.4942528735632184,0.2034241531664212,6,1000.0
mct,junit,0.3,5432.0,87.0,3846.0,3846.0,84.0,2909.0,0.0,0.434,0.425,0.713,0.851,0.862,0.943,0.966,0.966,0.966,0.966,0.966,11538.0,11647.379,13917.0,0.828,0.177,0.966,0.143,0.001,0.145,0.9655172413793104,0.7080265095729014,6,1000.0
mct,junit,0.4,5432.0,87.0,1105.0,1105.0,46.0,1104.0,0.0,0.0,0.46,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,3315.0,7393.322,11969.0,0.507,0.139,0.529,0.012,0.222,0.234,0.5287356321839081,0.2034241531664212,6,1000.0
mct,junit,0.5,5432.0,87.0,1105.0,1105.0,47.0,958.0,0.0,0.0,0.425,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,3315.0,7293.851,11969.0,0.516,0.142,0.54,0.012,0.211,0.223,0.5402298850574713,0.2034241531664212,6,1000.0
mct,junit,1.0,5432.0,87.0,2566.0,2566.0,76.0,1884.0,0.0,0.0,0.425,0.54,0.839,0.874,0.874,0.874,0.874,0.874,0.874,0.874,7698.0,8422.736,13424.402,0.775,0.138,0.874,0.064,0.016,0.08,0.8735632183908046,0.4723858615611193,6,1000.0
neo4j,junit,0.1,5432.0,87.0,2316.0,2316.0,75.0,2075.0,0.0,0.0,0.506,0.747,0.839,0.862,0.862,0.862,0.862,0.862,0.862,0.862,6948.0,7807.586,13176.957,0.784,0.085,0.862,0.052,0.019,0.071,0.8620689655172413,0.4263622974963181,6,1000.0
neo4j,junit,0.2,5432.0,87.0,1696.0,1696.0,71.0,1615.0,0.0,0.0,0.448,0.667,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,5088.0,6462.161,12559.772,0.741,0.134,0.816,0.028,0.034,0.062,0.8160919540229885,0.3122238586156112,6,1000.0
neo4j,junit,0.3,5432.0,87.0,3846.0,3846.0,84.0,3319.0,0.0,0.339,0.425,0.609,0.816,0.851,0.92,0.943,0.966,0.966,0.966,0.966,11538.0,11647.379,13917.0,0.814,0.084,0.966,0.143,0.001,0.145,0.9655172413793104,0.7080265095729014,6,1000.0
neo4j,junit,0.4,5432.0,87.0,1696.0,1696.0,70.0,1688.0,0.0,0.0,0.425,0.644,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,5088.0,6548.046,12559.886,0.726,0.065,0.805,0.028,0.038,0.066,0.8045977011494253,0.3122238586156112,6,1000.0
neo4j,junit,0.5,5432.0,87.0,2566.0,2566.0,77.0,2168.0,0.0,0.0,0.471,0.724,0.828,0.885,0.885,0.885,0.885,0.885,0.885,0.885,7698.0,8356.851,13418.805,0.789,0.066,0.885,0.064,0.013,0.077,0.8850574712643678,0.4723858615611193,6,1000.0
neo4j,junit,1.0,5432.0,87.0,3144.0,3144.0,80.0,2549.0,0.0,0.0,0.471,0.678,0.828,0.885,0.92,0.92,0.92,0.92,0.92,0.92,9432.0,9800.184,13936.5,0.801,0.139,0.92,0.096,0.006,0.102,0.9195402298850575,0.5787923416789397,6,1000.0
neo4j,mct,0.1,6091.0,23.0,1883.0,1883.0,13.0,1325.0,0.0,0.0,0.435,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,5649.0,9308.13,14048.562,0.529,0.012,0.565,0.063,0.189,0.252,0.5652173913043478,0.3091446396322443,6,1000.0
neo4j,mct,0.2,6091.0,23.0,1105.0,1105.0,12.0,898.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8084.217,13277.262,0.502,0.025,0.522,0.022,0.229,0.25,0.5217391304347826,0.18141520275816778,6,1000.0
neo4j,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,4698.0,0.229,0.242,0.174,0.348,0.348,0.565,0.565,0.783,0.87,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.63,0.009,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
neo4j,mct,0.4,6091.0,23.0,1105.0,1105.0,12.0,1028.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8084.217,13277.262,0.5,0.026,0.522,0.022,0.229,0.25,0.5217391304347826,0.18141520275816778,6,1000.0
neo4j,mct,0.5,6091.0,23.0,1105.0,1105.0,13.0,899.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,7650.652,13267.523,0.537,0.038,0.565,0.022,0.189,0.211,0.5652173913043478,0.18141520275816778,6,1000.0
neo4j,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,631.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.457,0.021,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
netty,junit,0.1,5432.0,87.0,4251.0,4251.0,85.0,3825.0,0.0,0.371,0.483,0.621,0.805,0.885,0.931,0.954,0.954,0.954,0.954,0.954,12753.0,12807.299,13934.0,0.828,0.131,0.977,0.175,0.001,0.176,0.9770114942528736,0.7825846833578792,6,1000.0
netty,junit,0.2,5432.0,87.0,3144.0,3144.0,80.0,2842.0,0.0,0.0,0.483,0.655,0.816,0.897,0.908,0.908,0.908,0.908,0.908,0.908,9432.0,9800.184,13936.5,0.797,0.059,0.92,0.096,0.006,0.102,0.9195402298850575,0.5787923416789397,6,1000.0
netty,junit,0.3,5432.0,87.0,4697.0,4697.0,87.0,3778.0,0.304,0.436,0.437,0.621,0.77,0.874,0.897,0.954,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.826,0.084,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
netty,junit,0.4,5432.0,87.0,4697.0,4697.0,87.0,3733.0,0.313,0.389,0.471,0.632,0.747,0.862,0.874,0.954,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.818,0.103,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
netty,junit,0.5,5432.0,87.0,1232.0,1232.0,63.0,978.0,0.0,0.0,0.483,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,3696.0,6013.241,12095.999,0.677,0.087,0.724,0.015,0.076,0.091,0.7241379310344828,0.2268041237113402,6,1000.0
netty,junit,1.0,5432.0,87.0,4697.0,4697.0,87.0,4006.0,0.263,0.274,0.46,0.644,0.759,0.805,0.874,0.931,0.954,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.808,0.096,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
netty,mct,0.1,6091.0,23.0,2566.0,2566.0,16.0,1591.0,0.0,0.0,0.261,0.391,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,7698.0,9843.652,14637.844,0.599,0.008,0.696,0.117,0.093,0.21,0.6956521739130435,0.4212772943687408,6,1000.0
netty,mct,0.2,6091.0,23.0,1105.0,1105.0,12.0,606.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,8084.217,13277.262,0.486,0.007,0.522,0.022,0.229,0.25,0.5217391304347826,0.18141520275816778,6,1000.0
netty,mct,0.3,6091.0,23.0,1232.0,1232.0,13.0,839.0,0.0,0.0,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,3696.0,7921.217,13395.02,0.53,0.01,0.565,0.027,0.189,0.216,0.5652173913043478,0.2022656378263011,6,1000.0
netty,mct,0.4,6091.0,23.0,1105.0,1105.0,12.0,484.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,8084.217,13277.262,0.502,0.034,0.522,0.022,0.229,0.25,0.5217391304347826,0.18141520275816778,6,1000.0
netty,mct,0.5,6091.0,23.0,1105.0,1105.0,14.0,957.0,0.0,0.0,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,3315.0,7217.087,13248.047,0.583,0.019,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
netty,mct,1.0,6091.0,23.0,1105.0,1105.0,13.0,592.0,0.0,0.0,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,3315.0,7650.652,13267.523,0.538,0.014,0.565,0.022,0.189,0.211,0.5652173913043478,0.18141520275816778,6,1000.0
orientdb,junit,0.1,5432.0,87.0,3144.0,3144.0,85.0,2469.0,0.0,0.496,0.494,0.667,0.862,0.931,0.977,0.977,0.977,0.977,0.977,0.977,9432.0,9537.195,11720.0,0.851,0.097,0.977,0.096,0.001,0.096,0.9770114942528736,0.5787923416789397,6,1000.0
orientdb,junit,0.2,5432.0,87.0,3846.0,3846.0,85.0,2842.0,0.0,0.445,0.529,0.701,0.782,0.897,0.931,0.977,0.977,0.977,0.977,0.977,11538.0,11610.92,13124.0,0.84,0.126,0.977,0.143,0.001,0.144,0.9770114942528736,0.7080265095729014,6,1000.0
orientdb,junit,0.3,5432.0,87.0,2841.0,2841.0,75.0,2197.0,0.0,0.0,0.494,0.644,0.77,0.851,0.862,0.862,0.862,0.862,0.862,0.862,8523.0,9237.759,13702.47,0.762,0.093,0.862,0.078,0.019,0.097,0.8620689655172413,0.5230117820324006,6,1000.0
orientdb,junit,0.4,5432.0,87.0,4251.0,4251.0,85.0,3128.0,0.0,0.375,0.483,0.678,0.759,0.828,0.92,0.977,0.977,0.977,0.977,0.977,12753.0,12807.299,13934.0,0.815,0.131,0.977,0.175,0.001,0.176,0.9770114942528736,0.7825846833578792,6,1000.0
orientdb,junit,0.5,5432.0,87.0,4697.0,4697.0,87.0,4369.0,0.196,0.321,0.483,0.621,0.782,0.851,0.92,0.943,0.977,0.977,0.977,0.977,14091.0,14091.0,14091.0,0.827,0.122,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
orientdb,junit,1.0,5432.0,87.0,5188.0,5188.0,87.0,4502.0,0.171,0.301,0.494,0.667,0.759,0.851,0.897,0.92,0.977,0.977,1.0,1.0,15564.0,15564.0,15564.0,0.819,0.121,1.0,0.261,0.0,0.261,1.0,0.9550810014727541,6,1000.0
orientdb,mct,0.1,6091.0,23.0,1105.0,1105.0,10.0,413.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8951.348,13284.565,0.425,0.02,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
orientdb,mct,0.2,6091.0,23.0,1105.0,1105.0,10.0,594.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8951.348,13284.565,0.423,0.026,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
orientdb,mct,0.3,6091.0,23.0,1105.0,1105.0,12.0,546.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,8084.217,13277.262,0.507,0.037,0.522,0.022,0.229,0.25,0.5217391304347826,0.18141520275816778,6,1000.0
orientdb,mct,0.4,6091.0,23.0,2566.0,2566.0,16.0,1682.0,0.0,0.0,0.435,0.565,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,7698.0,9843.652,14637.844,0.635,0.044,0.696,0.117,0.093,0.21,0.6956521739130435,0.4212772943687408,6,1000.0
orientdb,mct,0.5,6091.0,23.0,1105.0,1105.0,11.0,840.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.465,0.034,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
orientdb,mct,1.0,6091.0,23.0,1105.0,1105.0,13.0,1066.0,0.0,0.0,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,3315.0,7650.652,13267.523,0.541,0.037,0.565,0.022,0.189,0.211,0.5652173913043478,0.18141520275816778,6,1000.0
oryx,junit,0.1,5432.0,87.0,1526.0,1526.0,71.0,1355.0,0.0,0.0,0.425,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,4578.0,6014.69,12389.762,0.738,0.085,0.816,0.023,0.034,0.056,0.8160919540229885,0.2809278350515464,6,1000.0
oryx,junit,0.2,5432.0,87.0,2566.0,2566.0,77.0,2251.0,0.0,0.0,0.46,0.747,0.816,0.874,0.874,0.874,0.874,0.874,0.874,0.874,7698.0,8356.851,13418.805,0.787,0.068,0.885,0.064,0.013,0.077,0.8850574712643678,0.4723858615611193,6,1000.0
oryx,junit,0.3,5432.0,87.0,1696.0,1696.0,75.0,1570.0,0.0,0.0,0.368,0.609,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,5088.0,6118.621,12556.352,0.761,0.099,0.862,0.028,0.019,0.047,0.8620689655172413,0.3122238586156112,6,1000.0
oryx,junit,0.4,5432.0,87.0,2841.0,2841.0,79.0,2181.0,0.0,0.0,0.494,0.644,0.816,0.885,0.908,0.908,0.908,0.908,0.908,0.908,8523.0,8999.506,13664.516,0.798,0.095,0.908,0.078,0.008,0.087,0.9080459770114943,0.5230117820324006,6,1000.0
oryx,junit,0.5,5432.0,87.0,2089.0,2089.0,73.0,1768.0,0.0,0.0,0.379,0.69,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,6267.0,7342.908,12952.184,0.755,0.096,0.839,0.042,0.026,0.068,0.8390804597701149,0.38457290132547867,6,1000.0
oryx,junit,1.0,5432.0,87.0,3478.0,3478.0,85.0,2958.0,0.0,0.426,0.379,0.644,0.851,0.931,0.943,0.977,0.977,0.977,0.977,0.977,10434.0,10523.839,12388.0,0.829,0.139,0.977,0.117,0.001,0.118,0.9770114942528736,0.6402798232695139,6,1000.0
oryx,mct,0.1,6091.0,23.0,1105.0,1105.0,6.0,359.0,0.0,0.0,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,3315.0,10685.609,13286.848,0.251,0.089,0.261,0.022,0.546,0.568,0.2608695652173913,0.18141520275816778,6,1000.0
oryx,mct,0.2,6091.0,23.0,1105.0,1105.0,6.0,400.0,0.0,0.0,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,3315.0,10685.609,13286.848,0.247,0.003,0.261,0.022,0.546,0.568,0.2608695652173913,0.18141520275816778,6,1000.0
oryx,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,4812.0,0.21,0.16,0.174,0.217,0.391,0.478,0.609,0.87,0.913,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.619,0.043,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
oryx,mct,0.4,6091.0,23.0,5729.0,5729.0,23.0,4186.0,0.313,0.263,0.174,0.217,0.435,0.565,0.652,0.826,1.0,1.0,1.0,1.0,17187.0,17187.0,17187.0,0.632,0.006,1.0,0.585,0.0,0.585,1.0,0.940568051223116,6,1000.0
oryx,mct,0.5,6091.0,23.0,6091.0,6091.0,23.0,4339.0,0.288,0.238,0.087,0.217,0.478,0.609,0.609,0.783,0.826,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.617,0.005,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
oryx,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,4666.0,0.234,0.185,0.304,0.348,0.391,0.565,0.652,0.696,0.913,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.622,0.007,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
titan,junit,0.1,5432.0,87.0,2089.0,2089.0,77.0,1896.0,0.0,0.0,0.414,0.701,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,6267.0,7035.506,12939.941,0.784,0.076,0.885,0.042,0.013,0.056,0.8850574712643678,0.38457290132547867,6,1000.0
titan,junit,0.2,5432.0,87.0,3144.0,3144.0,83.0,2570.0,0.0,0.477,0.494,0.724,0.828,0.931,0.954,0.954,0.954,0.954,0.954,0.954,9432.0,9642.391,13436.0,0.831,0.066,0.954,0.096,0.002,0.098,0.9540229885057471,0.5787923416789397,6,1000.0
titan,junit,0.3,5432.0,87.0,3144.0,3144.0,83.0,2653.0,0.0,0.462,0.517,0.713,0.851,0.908,0.954,0.954,0.954,0.954,0.954,0.954,9432.0,9642.391,13436.0,0.838,0.117,0.954,0.096,0.002,0.098,0.9540229885057471,0.5787923416789397,6,1000.0
titan,junit,0.4,5432.0,87.0,2841.0,2841.0,82.0,2733.0,0.0,0.0,0.471,0.724,0.839,0.931,0.931,0.931,0.931,0.931,0.931,0.931,8523.0,8820.816,13381.125,0.831,0.086,0.943,0.078,0.003,0.082,0.9425287356321839,0.5230117820324006,6,1000.0
titan,junit,0.5,5432.0,87.0,2316.0,2316.0,80.0,2069.0,0.0,0.0,0.506,0.598,0.897,0.92,0.92,0.92,0.92,0.92,0.92,0.92,6948.0,7449.425,13082.625,0.813,0.099,0.92,0.052,0.006,0.058,0.9195402298850575,0.4263622974963181,6,1000.0
titan,junit,1.0,5432.0,87.0,3478.0,3478.0,85.0,2592.0,0.0,0.502,0.46,0.724,0.862,0.862,0.977,0.977,0.977,0.977,0.977,0.977,10434.0,10523.839,12388.0,0.841,0.067,0.977,0.117,0.001,0.118,0.9770114942528736,0.6402798232695139,6,1000.0
titan,mct,0.1,6091.0,23.0,1696.0,1696.0,11.0,760.0,0.0,0.0,0.391,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,5088.0,9674.087,13873.708,0.451,0.012,0.478,0.051,0.272,0.323,0.4782608695652174,0.2784436053193236,6,1000.0
titan,mct,0.2,6091.0,23.0,6091.0,6091.0,23.0,6017.0,0.012,-0.038,0.087,0.391,0.478,0.522,0.609,0.652,0.696,0.783,0.783,1.0,18273.0,18273.0,18273.0,0.556,0.008,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
titan,mct,0.3,6091.0,23.0,1696.0,1696.0,12.0,1016.0,0.0,0.0,0.348,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,5088.0,9291.913,13869.416,0.48,0.007,0.522,0.051,0.229,0.28,0.5217391304347826,0.2784436053193236,6,1000.0
titan,mct,0.4,6091.0,23.0,1526.0,1526.0,13.0,887.0,0.0,0.0,0.435,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,4578.0,8547.565,13690.168,0.534,0.056,0.565,0.041,0.189,0.231,0.5652173913043478,0.25053357412575933,6,1000.0
titan,mct,0.5,6091.0,23.0,6091.0,6091.0,23.0,5953.0,0.023,-0.027,0.348,0.391,0.565,0.609,0.609,0.739,0.739,0.739,0.826,1.0,18273.0,18273.0,18273.0,0.602,0.008,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
titan,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,663.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.455,0.011,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
